player_id,first_name,second_name,name,position,team,price,status,news,chance_of_playing_next_round,selected_by_percent,form,points_per_game,total_points,minutes,goals_scored,assists,clean_sheets,expected_goals,expected_assists,influence,creativity,threat,ict_index,bps,bonus,transfers_in,transfers_out,transfers_in_event,transfers_out_event,minutes_gw1,goals_gw1,assists_gw1,clean_sheets_gw1,bonus_gw1,bps_gw1,total_points_gw1,started_gw1,played_gw1,availability,availability_multiplier,xmins,start_probability,rotation_risk,reliable_starter
37,Victor,Lindelöf,Lindelöf,DEF,Aston Villa,4.5,a,,,0.3,-2.0,-2.0,-2,90,0,0,0,0.0,0.0,1.8,0.1,0.0,0.2,-13,0,1631,3388,1631,3388,90.0,0.0,0.0,0.0,0.0,-13.0,-2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
38,Andrés,García,A.García,DEF,Aston Villa,4.0,a,,,1.7,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6471,11808,6471,11808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
39,Kosta,Nedeljkovic,Nedeljkovic,DEF,Aston Villa,4.0,u,Has joined Rangers on loan for the rest of the season,0.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6258,0,6258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
41,Emiliano,Buendía Stati,Buendía,MID,Aston Villa,6.0,a,,,1.2,2.0,2.0,2,85,0,0,0,0.13,0.09,0.0,16.3,8.0,2.2,4,0,4277,16870,4277,16870,85.0,0.0,0.0,0.0,0.0,4.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
44,Leon,Bailey,Bailey,MID,Aston Villa,5.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,883,2253,883,2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
45,John,McGinn,McGinn,MID,Aston Villa,5.5,a,,,2.9,1.0,1.0,1,81,0,0,0,0.04,0.01,1.6,2.4,1.0,0.5,8,0,6704,35645,6704,35645,81.0,0.0,0.0,0.0,0.0,8.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
46,Ross,Barkley,Barkley,MID,Aston Villa,5.0,a,,,0.2,2.0,2.0,2,73,0,0,0,0.1,0.02,9.4,21.4,7.0,3.8,11,0,1599,2228,1599,2228,73.0,0.0,0.0,0.0,0.0,11.0,2.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
47,Boubacar,Kamara,Kamara,MID,Aston Villa,5.0,a,,100.0,0.3,2.0,2.0,2,90,0,0,0,0.0,0.0,11.2,2.8,0.0,1.4,9,0,2240,3990,2240,3990,90.0,0.0,0.0,0.0,0.0,9.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
48,Amadou,Onana,Onana,MID,Aston Villa,5.0,i,Knee injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,130,471,130,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
49,Samuel,Iling-Junior,Iling Jr,MID,Aston Villa,5.0,u,Has joined Bolton Wanderers on loan for the rest of the season,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,114,0,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
50,Bradley,Burrowes,Burrowes,MID,Aston Villa,4.5,a,,,0.7,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3087,5835,3087,5835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
51,George,Hemmings,George Hemmings,MID,Aston Villa,4.5,a,,,0.7,2.0,2.0,2,90,0,0,0,0.0,0.0,10.6,11.6,2.0,2.4,12,0,6730,4413,6730,4413,90.0,0.0,0.0,0.0,0.0,12.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
52,Alysson Edward Franco,da Rocha dos Santos,Alysson,MID,Aston Villa,5.0,a,,,0.0,1.0,1.0,1,8,0,0,0,0.0,0.0,4.0,0.0,0.0,0.4,5,0,315,490,315,490,8.0,0.0,0.0,0.0,0.0,5.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
53,Johan,Manzambi,Manzambi,MID,Aston Villa,6.0,i,Knee injury - Unknown return date,0.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,205,7936,205,7936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
54,Joao,Gomes,Gomes,MID,Aston Villa,5.5,s,Suspended until 19 Sep,0.0,0.1,-2.0,-2.0,-2,39,0,0,0,0.0,0.01,1.0,11.0,0.0,1.2,-2,0,127,1684,127,1684,39.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0,1,UNAVAILABLE,0.0,0.0,0.0,OUT,0
55,Ollie,Watkins,Watkins,FWD,Aston Villa,7.9,a,,,8.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10004,208287,10004,208287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
56,Tammy,Abraham,Abraham,FWD,Aston Villa,5.5,d,Knock - 75% chance of playing,75.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,507,2193,507,2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MINOR_RISK,0.75,7.5,0.08333333333333333,VERY_HIGH,0
160,Alejandro,Garnacho Ferreyra,Garnacho,MID,Aston Villa,6.0,a,,,0.6,1.0,1.0,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1815,8706,1815,8706,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
582,Brian,Madjo,Madjo,FWD,Aston Villa,5.5,i,Unspecified injury - Unknown return date,0.0,0.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1095,7285,1095,7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
596,Matteo,Ruggeri,Ruggeri,DEF,Aston Villa,4.5,a,,,0.1,1.0,1.0,1,8,0,0,0,0.0,0.0,4.0,0.0,0.0,0.4,3,0,779,886,779,886,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
597,Zion,Suzuki,Suzuki,GKP,Aston Villa,5.0,a,,,0.8,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3561,5474,3561,5474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
606,Triston,Rowe,Rowe,DEF,Aston Villa,4.0,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1237,200,1237,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
607,Luka,Lynch,Lynch,MID,Aston Villa,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3282,722,3282,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
611,Aaron,Wan-Bissaka,Wan-Bissaka,DEF,Aston Villa,4.5,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1083,103,1083,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
57,Đorđe,Petrović,Petrović,GKP,Bournemouth,4.5,a,,,3.3,2.0,2.0,2,90,0,0,0,0.0,0.0,36.8,0.0,0.0,3.7,13,0,19306,11061,19306,11061,90.0,0.0,0.0,0.0,0.0,13.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
58,Fraser,Forster,Forster,GKP,Bournemouth,4.0,a,,,3.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7676,8583,7676,8583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
59,Will,Dennis,Dennis,GKP,Bournemouth,4.0,u,Has joined MK Dons permanently,0.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1133,937,1133,937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
60,James,Hill,Hill,DEF,Bournemouth,5.5,a,,,0.9,1.0,1.0,1,90,0,0,0,0.0,0.0,11.6,0.3,0.0,1.2,0,0,7081,5513,7081,5513,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
61,Adrien,Truffert,Truffert,DEF,Bournemouth,5.5,a,,,4.2,1.0,1.0,1,90,0,0,0,0.0,0.0,15.4,1.3,0.0,1.7,0,0,16217,20886,16217,20886,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
62,Bafodé,Diakité,Diakité,DEF,Bournemouth,5.0,a,,,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2432,2032,2432,2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
63,Veljko,Milosavljevic,Milosavljević,DEF,Bournemouth,5.0,i,Unspecified injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67,262,67,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
64,Adam,Smith,Smith,DEF,Bournemouth,4.5,a,,,0.1,1.0,1.0,1,90,0,0,0,0.0,0.0,7.0,0.6,0.0,0.8,4,0,2222,829,2222,829,90.0,0.0,0.0,0.0,0.0,4.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
65,Julián,Araujo Zúñiga,J.Araujo,DEF,Bournemouth,4.5,i,Thigh injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,78,458,78,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
66,Julio,Soler Barreto,Soler,DEF,Bournemouth,4.0,d,Hamstring injury - 75% chance of playing,75.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,356,2139,356,2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MINOR_RISK,0.75,7.5,0.08333333333333333,VERY_HIGH,0
67,Rayan Vitor,Simplício Rocha,Rayan,MID,Bournemouth,6.5,a,,,2.8,2.0,2.0,2,88,0,0,0,0.04,0.03,6.2,11.3,17.0,3.5,9,0,19124,18088,19124,18088,88.0,0.0,0.0,0.0,0.0,9.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
68,Marcus,Tavernier,Tavernier,MID,Bournemouth,6.0,a,,,2.3,10.0,10.0,10,90,1,0,0,0.4,0.08,40.0,17.2,18.0,7.5,32,3,59712,9584,59712,9584,90.0,1.0,0.0,0.0,3.0,32.0,10.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
69,Alex,Scott,Scott,MID,Bournemouth,6.0,a,,,1.5,2.0,2.0,2,90,0,0,0,0.0,0.01,11.4,4.8,0.0,1.6,17,0,6770,10628,6770,10628,90.0,0.0,0.0,0.0,0.0,17.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
70,Justin,Kluivert,Kluivert,MID,Bournemouth,6.0,a,,,1.2,3.0,3.0,3,74,0,0,1,0.11,0.0,11.0,14.3,17.0,4.2,15,0,11962,7819,11962,7819,74.0,0.0,0.0,1.0,0.0,15.0,3.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
71,Lewis,Cook,Cook,MID,Bournemouth,5.0,a,,,0.2,3.0,3.0,3,75,0,0,1,0.0,0.0,4.6,2.1,0.0,0.7,8,0,2538,1376,2538,1376,75.0,0.0,0.0,1.0,0.0,8.0,3.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
72,Ben,Gannon-Doak,Gannon-Doak,MID,Bournemouth,5.0,a,,,0.1,1.0,1.0,1,1,0,0,0,0.0,0.0,0.2,0.1,2.0,0.2,3,0,324,731,324,731,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
73,Tyler,Adams,Adams,MID,Bournemouth,5.0,a,,100.0,0.2,1.0,1.0,1,15,0,0,0,0.0,0.0,3.6,0.6,0.0,0.4,4,0,2458,2545,2458,2545,15.0,0.0,0.0,0.0,0.0,4.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
74,David,Brooks,Brooks,MID,Bournemouth,5.0,a,,100.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,462,587,462,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
75,Ryan,Christie,Christie,MID,Bournemouth,5.0,a,,100.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,427,162,427,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
76,Alex,Tóth,Tóth.A,MID,Bournemouth,5.0,a,,,0.0,1.0,1.0,1,15,0,0,0,0.0,0.0,2.8,0.6,0.0,0.3,5,0,84,128,84,128,15.0,0.0,0.0,0.0,0.0,5.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
77,Amine,Adli,Adli,MID,Bournemouth,5.0,i,Unspecified injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42,880,42,880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
78,Junior,Kroupi,Kroupi.Jr,MID,Bournemouth,7.5,i,Foot injury - Unknown return date,0.0,0.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,419,11791,419,11791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
79,Francisco Evanilson,de Lima Barbosa,Evanilson,FWD,Bournemouth,6.0,a,,,2.9,4.0,4.0,4,74,0,1,1,0.0,0.21,19.4,11.9,2.0,3.3,17,0,55173,15058,55173,15058,74.0,0.0,1.0,1.0,0.0,17.0,4.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
80,Enes,Ünal,Enes Ünal,FWD,Bournemouth,5.5,u,Has joined Getafe permanently,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,965,0,965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
81,Álvaro,Rodríguez,Rodríguez,FWD,Bournemouth,6.0,a,,100.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,816,1044,816,1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
566,António João,Pereira de Albuquerque Tavares da Silva,Silva,DEF,Bournemouth,5.0,a,,,0.4,2.0,2.0,2,90,0,0,0,0.0,0.0,31.4,0.3,0.0,3.2,5,0,5243,1742,5243,1742,90.0,0.0,0.0,0.0,0.0,5.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
573,Juanlu,Sánchez,Sanchez,DEF,Bournemouth,4.5,a,,,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,411,1180,411,1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
608,Daniel,Jebbison,Jebbison,FWD,Bournemouth,5.0,a,,,0.0,1.0,1.0,1,15,0,0,0,0.1,0.0,3.4,0.8,17.0,2.1,6,0,1933,328,1933,328,15.0,0.0,0.0,0.0,0.0,6.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
615,Michele,Di Gregorio,Di Gregorio,GKP,Bournemouth,4.5,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61,7,61,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
82,Caoimhín,Kelleher,Kelleher,GKP,Brentford,5.0,a,,,6.4,7.0,7.0,7,90,0,0,1,0.0,0.01,31.4,0.0,0.0,3.1,34,0,61869,15808,61869,15808,90.0,0.0,0.0,1.0,0.0,34.0,7.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
83,Hákon Rafn,Valdimarsson,Valdimarsson,GKP,Brentford,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,556,732,556,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
84,Nathan,Collins,Collins,DEF,Brentford,5.5,a,,,2.1,6.0,6.0,6,90,0,0,1,0.34,0.04,11.6,21.5,17.0,5.0,21,0,21110,7426,21110,7426,90.0,0.0,0.0,1.0,0.0,21.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
85,Sepp,van den Berg,Van den Berg,DEF,Brentford,5.0,i,Groin injury - Unknown return date,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,137,3719,137,3719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
86,Keane,Lewis-Potter,Lewis-Potter,MID,Brentford,5.5,a,,,1.0,10.0,10.0,10,90,1,0,1,0.77,0.12,47.2,15.9,19.0,8.2,37,2,37620,5414,37620,5414,90.0,1.0,0.0,1.0,2.0,37.0,10.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
87,Kristoffer,Ajer,Ajer,DEF,Brentford,4.5,a,,,4.0,8.0,8.0,8,90,0,0,1,0.11,0.02,20.0,0.9,35.0,5.6,29,0,50922,10684,50922,10684,90.0,0.0,0.0,1.0,0.0,29.0,8.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
88,Michael,Kayode,Kayode,DEF,Brentford,4.6,a,,,7.1,13.0,13.0,13,75,1,0,1,0.5,0.0,33.8,1.5,46.0,8.1,36,1,267618,16918,267618,16918,75.0,1.0,0.0,1.0,1.0,36.0,13.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
89,Rico,Henry,Henry,DEF,Brentford,4.5,a,,,0.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,482,1745,482,1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
90,Aaron,Hickey,Hickey,DEF,Brentford,4.5,a,,,0.1,1.0,1.0,1,14,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,2,0,519,448,519,448,14.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
91,Ethan,Pinnock,Pinnock,DEF,Brentford,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,383,795,383,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
92,Kim,Ji-soo,Ji-soo,DEF,Brentford,4.5,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,103,169,103,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
93,Jannik,Schuster,Schuster,DEF,Brentford,4.5,a,,,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,126,956,126,956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
94,Kevin,Schade,Schade,MID,Brentford,6.0,a,,,3.5,3.0,3.0,3,90,0,0,1,0.52,0.01,14.4,11.8,59.0,8.5,17,0,18211,20046,18211,20046,90.0,0.0,0.0,1.0,0.0,17.0,3.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
95,Dango,Ouattara,O.Dango,MID,Brentford,6.5,a,,,1.1,3.0,3.0,3,66,0,0,1,0.05,0.29,1.0,30.8,15.0,4.7,6,0,6104,8342,6104,8342,66.0,0.0,0.0,1.0,0.0,6.0,3.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
96,Mikkel,Damsgaard,Damsgaard,MID,Brentford,5.5,a,,,0.5,1.0,1.0,1,14,0,0,0,0.0,0.11,7.6,26.3,0.0,3.4,6,0,1788,6068,1788,6068,14.0,0.0,0.0,0.0,0.0,6.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
97,Mathias,Jensen,Jensen,MID,Brentford,5.5,a,,,0.2,6.0,6.0,6,66,0,1,1,0.08,0.34,12.6,46.2,13.0,7.2,22,0,2963,1085,2963,1085,66.0,0.0,1.0,1.0,0.0,22.0,6.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
98,Vitaly,Janelt,Janelt,MID,Brentford,5.0,a,,,0.4,9.0,9.0,9,90,1,0,1,0.39,0.17,53.2,38.8,24.0,11.6,35,0,23962,3292,23962,3292,90.0,1.0,0.0,1.0,0.0,35.0,9.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
99,Antoni,Milambo,Milambo,MID,Brentford,5.0,i,Knee injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,42,24,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
100,Fábio,Freitas Gouveia Carvalho,Carvalho,MID,Brentford,5.0,a,,100.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,102,221,102,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
102,Yehor,Yarmoliuk,Yarmoliuk,MID,Brentford,5.0,a,,,1.2,1.0,1.0,1,23,0,0,0,0.04,0.0,2.2,0.8,3.0,0.6,7,0,639,10399,639,10399,23.0,0.0,0.0,0.0,0.0,7.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
103,Josh,Dasilva,Dasilva,MID,Brentford,5.0,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,150,293,150,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
105,Jaidon,Anthony,Anthony,MID,Brentford,6.0,a,,,0.2,1.0,1.0,1,23,0,0,0,0.03,0.35,10.6,34.9,1.0,4.7,9,0,1579,1944,1579,1944,23.0,0.0,0.0,0.0,0.0,9.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
106,Igor Thiago,Nascimento Rodrigues,Thiago,FWD,Brentford,8.0,a,,,16.7,0.0,0.0,0,82,0,0,1,1.0,0.08,2.2,4.0,8.0,1.4,-3,0,78125,110591,78125,110591,82.0,0.0,0.0,1.0,0.0,-3.0,0.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
107,Kaye,Furo,Furo,FWD,Brentford,4.5,a,,,0.9,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6809,7033,6809,7033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
108,Callum,Wilson,Wilson,FWD,Brentford,5.5,a,,,0.4,1.0,1.0,1,7,0,0,0,0.03,0.04,2.2,10.3,5.0,1.8,4,0,3602,3990,3602,3990,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
565,Mamadou,Sangaré,M.Sangaré,MID,Brentford,5.6,a,,,7.9,14.0,14.0,14,75,0,2,1,0.05,0.33,31.6,21.8,21.0,7.4,41,3,353881,17664,353881,17664,75.0,0.0,2.0,1.0,3.0,41.0,14.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
109,Bart,Verbruggen,Verbruggen,GKP,Brighton,4.5,a,,,21.5,6.0,6.0,6,90,0,0,1,0.0,0.0,6.6,0.0,0.0,0.7,25,0,69797,35320,69797,35320,90.0,0.0,0.0,1.0,0.0,25.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
111,Jason,Steele,Steele,GKP,Brighton,4.0,a,,,4.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8692,11334,8692,11334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
113,Ferdi,Kadıoğlu,F.Kadıoğlu,DEF,Brighton,4.5,a,,100.0,2.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2161,44985,2161,44985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
